mineralization,SO4,Cl,HCO3,Na,Ca,Mg,K,Ba,Fe,CO2,pH,Eh,t
8203.2,272.49,850.8,681.0,1817.2,211.4,149.45,28.72,2.373,0.445,612.9,7.1,401.5,14.8
5059.3,101.29,1230.1,283.8,530.3,163.47,129.36,23.36,0.477,0.125,334.7,6.03,237.0,8.7
2966.7,76.93,452.2,317.2,650.2,94.28,47.06,7.33,1.618,0.541,363.1,7.4,327.0,11.2
7244.3,40.83,2230.6,807.5,1293.9,437.79,56.12,10.52,2.583,1.111,819.3,6.37,169.6,16.5
3122.6,34.85,474.0,436.7,594.6,101.25,70.77,5.6,0.203,2.623,556.7,7.87,205.7,11.9
1778.0,23.33,336.4,175.3,545.2,145.18,36.11,5.34,0.541,1.958,122.0,7.92,386.8,11.9
7434.4,244.22,1911.4,1044.2,1075.1,361.44,50.49,6.55,0.583,0.543,1301.0,6.89,246.0,14.4
4118.9,186.01,1154.6,813.1,1107.1,59.67,74.35,8.24,1.13,1.399,306.8,6.04,266.0,14.5
1599.8,12.67,452.9,244.2,325.2,59.88,36.76,3.15,1.798,5.213,250.8,7.44,146.7,9.4
2659.2,96.14,639.3,314.0,540.4,71.71,65.03,19.28,5.154,3.375,436.8,8.48,,12.9
1762.7,0.05,407.6,198.6,471.4,0.5,25.5,0.05,0.84,0.781,234.2,7.37,325.4,15.5
1300.3,2.71,272.6,137.5,312.6,93.61,15.78,3.43,4.912,8.064,114.9,5.61,322.3,10.7
5196.3,29.19,1137.6,869.0,1321.1,280.93,128.96,33.52,1.973,2.466,307.0,5.55,128.9,11.3
9373.6,0.05,1428.9,889.6,2606.7,474.9,49.86,30.4,0.41,0.129,393.0,6.46,350.0,12.1
1288.0,0.05,179.2,156.9,257.8,55.78,23.84,5.8,1.245,0.072,250.0,6.09,150.2,13.4
4178.8,109.46,751.5,510.0,765.8,51.65,16.88,13.37,0.277,0.369,451.8,7.94,247.4,9.1
2017.5,33.87,346.0,201.6,312.5,61.19,47.46,3.36,1.046,2.603,153.0,8.03,88.2,7.0
2225.5,57.17,350.2,144.9,379.4,126.49,28.79,0.05,0.977,0.406,165.3,6.28,232.1,12.4
2089.3,63.42,448.8,277.7,829.3,39.64,52.54,7.13,1.642,1.433,264.7,6.48,149.6,14.3
1775.1,42.57,404.3,208.7,523.1,0.5,33.6,2.57,2.38,0.196,185.0,6.21,,11.4
3069.0,91.66,566.0,429.7,426.4,108.82,16.0,4.29,1.338,5.074,132.7,8.23,256.0,10.8
1810.6,34.32,459.7,178.6,254.7,67.29,47.8,3.62,0.47,0.843,279.9,7.01,332.7,11.7
3506.2,7.7,431.0,592.0,872.7,149.75,96.1,22.75,4.152,4.775,467.7,7.47,329.3,15.2
2892.4,103.74,492.6,245.7,731.3,157.84,63.8,22.59,5.401,5.796,560.0,6.75,16.3,10.7
2582.8,28.83,372.3,486.8,653.3,136.25,23.01,8.87,1.22,0.012,427.8,7.39,317.8,13.1
1729.3,10.32,149.9,86.6,354.0,78.12,21.71,3.58,1.9,1.248,-6.8,6.66,270.6,9.7
2108.9,36.55,370.9,289.7,448.1,134.78,34.09,1.36,1.158,0.05,372.6,6.52,194.0,9.8
4690.2,29.59,815.7,652.0,1124.1,45.12,43.95,18.47,1.653,4.787,789.4,7.4,162.0,13.7
4026.1,55.31,1029.4,355.0,906.5,201.67,114.9,26.43,1.731,1.461,,7.27,243.8,15.3
1658.2,41.72,350.8,227.1,144.0,87.1,26.79,4.15,0.344,0.156,170.3,6.38,273.1,13.8
3164.0,79.81,407.5,541.6,652.5,48.12,0.1,0.05,1.065,0.234,431.8,5.95,287.8,7.9
4679.0,30.57,1276.0,146.6,790.4,46.52,82.89,20.31,3.251,0.967,371.7,6.61,230.3,11.2
1094.8,13.89,263.9,153.4,252.4,27.46,13.37,5.44,3.034,5.635,,6.75,-2.4,12.5
4129.9,149.15,863.6,83.7,1648.3,110.55,59.47,0.05,1.046,2.361,660.8,7.39,200.5,12.1
2003.0,54.98,337.9,163.0,484.8,110.3,24.14,6.72,1.76,4.044,281.8,8.24,131.6,8.2
4198.0,214.63,554.3,777.3,844.6,116.32,90.07,16.38,1.124,0.913,391.8,5.61,455.5,9.4
1885.7,71.09,304.3,182.4,519.1,43.13,45.18,5.38,2.455,0.088,,6.23,255.9,10.4
1009.4,37.51,236.6,73.7,251.3,28.03,17.43,1.43,0.2,7.324,133.4,6.08,324.1,11.9
1122.7,0.05,307.9,125.8,275.3,70.02,13.79,5.65,2.212,0.035,146.8,7.01,,8.1
3068.2,96.52,789.0,622.0,786.7,123.53,45.01,6.73,4.364,5.9,,6.79,281.0,13.2
3483.6,66.9,541.9,162.8,1196.3,126.86,52.8,0.1,0.708,0.92,417.1,7.69,208.4,11.8
1732.7,20.33,214.9,135.1,263.6,65.49,14.87,0.05,3.925,0.02,154.3,6.23,195.6,9.9
4372.8,98.48,817.9,786.7,1086.3,287.91,85.84,24.15,1.837,2.337,185.3,7.28,47.9,12.4
1100.0,37.6,100.7,213.7,180.9,27.52,20.55,4.66,1.335,7.879,119.7,8.15,264.2,9.1
2865.1,78.83,562.0,332.0,725.8,189.98,78.28,9.1,1.038,6.741,329.8,8.23,280.0,11.9
1441.4,9.83,248.8,101.5,237.7,63.73,36.1,3.06,4.03,0.351,,8.38,245.2,8.4
2016.1,62.77,315.9,410.9,393.0,74.17,19.18,3.92,1.128,0.4,339.7,7.82,264.3,8.7
3067.0,32.01,307.5,563.6,620.4,276.08,66.13,2.6,4.862,1.667,288.0,8.22,129.4,11.1
1778.9,41.36,365.9,261.8,495.5,33.6,13.15,3.8,4.451,2.028,187.3,6.2,220.6,10.6
2366.7,36.57,363.0,207.1,651.1,77.93,48.68,0.05,0.899,2.69,356.5,6.09,185.0,12.8
5452.2,91.14,662.5,643.6,792.0,83.7,59.25,8.33,1.209,0.399,490.1,5.52,316.5,12.0
2108.8,66.41,76.7,239.5,470.9,124.52,14.37,5.01,0.12,6.389,266.0,7.62,254.1,16.2
4921.7,21.64,879.1,655.7,873.2,363.14,84.85,20.77,1.375,2.036,510.2,8.31,186.0,11.5
1513.5,74.43,406.5,269.5,218.7,111.09,0.1,4.42,1.536,3.755,,6.06,234.0,7.0
4096.5,0.05,1077.6,635.7,847.9,264.14,4.06,18.8,3.523,1.553,615.8,7.41,146.0,7.9
7079.4,78.12,1112.5,544.4,1426.4,255.19,96.14,40.34,4.633,1.07,743.8,7.74,217.2,9.6
676.6,17.29,101.4,118.4,247.4,22.12,10.59,3.46,2.645,7.56,102.6,8.28,308.3,18.8
1848.0,53.16,376.0,244.9,454.6,12.15,22.26,7.28,3.303,1.745,77.4,7.44,116.8,11.9
4214.3,77.93,548.2,621.5,578.8,340.17,9.96,12.74,1.208,4.033,264.7,8.41,243.9,14.2
2639.0,50.51,514.9,471.5,491.2,130.31,22.32,2.74,0.373,6.128,,6.53,175.0,14.0
3724.5,97.43,813.1,281.3,1047.6,112.33,67.52,16.69,1.834,2.25,273.3,6.55,116.8,9.5
2074.8,34.3,500.7,246.0,716.4,138.1,40.78,13.19,3.478,1.592,403.1,7.13,436.5,8.4
3139.9,128.42,549.5,310.0,392.0,64.51,46.69,11.57,0.015,0.007,,6.65,375.4,13.3
2715.1,88.49,461.1,155.5,291.1,130.69,65.85,18.56,1.602,0.082,247.5,5.5,190.2,7.6
6006.9,198.78,817.5,804.1,1995.9,219.54,109.2,0.05,0.647,0.448,908.9,7.7,221.0,14.0
3472.6,19.13,481.5,765.6,845.1,183.26,31.32,2.4,1.659,0.412,545.1,7.76,47.8,11.8
3650.3,68.66,615.7,169.4,612.9,141.37,46.56,17.19,4.69,0.588,,7.74,90.8,13.2
2328.3,36.07,461.9,276.4,586.9,25.57,8.79,8.22,1.462,0.727,512.0,6.54,137.2,12.6
2224.8,10.94,502.1,324.0,137.6,92.36,31.45,12.52,2.507,0.893,291.6,7.07,246.6,12.7
2299.5,58.41,321.6,287.3,506.4,140.22,54.95,6.83,1.819,1.091,313.0,6.58,238.5,12.2
3776.9,45.08,961.7,436.1,905.2,148.87,77.36,4.77,0.691,0.208,528.4,5.55,283.2,12.6
2315.6,69.08,385.4,157.5,637.8,128.52,60.71,5.96,2.135,0.087,323.7,7.19,317.9,12.1
3547.0,14.0,634.7,458.7,564.6,67.71,44.61,0.05,0.36,2.241,337.5,5.87,277.8,9.2
10355.2,474.12,1477.1,929.2,2331.4,408.77,266.84,7.69,1.443,1.542,,5.74,141.9,11.2
5027.5,32.96,295.6,162.9,826.9,138.31,67.64,24.86,3.972,1.174,545.9,7.77,282.4,16.3
2451.3,57.09,549.6,411.3,576.9,134.68,65.63,11.63,1.7,2.013,388.0,5.53,313.5,12.6
6128.6,195.37,1328.9,970.4,1019.1,249.01,90.86,22.84,1.819,3.517,619.0,8.38,207.3,14.3
2333.6,26.7,387.2,284.9,456.2,125.55,48.21,0.05,1.044,1.116,219.1,7.05,65.4,10.0
877.5,28.77,160.9,113.3,140.6,54.19,23.52,2.0,0.223,2.05,172.1,8.45,368.4,10.0
1628.1,2.54,335.1,265.3,421.8,87.64,21.9,0.9,1.164,6.14,188.3,5.67,258.8,9.6
970.2,40.54,98.8,125.1,263.4,44.11,16.25,5.19,2.914,3.66,115.1,7.25,-27.3,9.3
2414.1,48.79,370.7,377.0,497.1,48.37,61.1,4.42,2.022,1.11,317.1,6.55,457.0,8.8
3014.1,33.32,662.2,325.8,670.0,120.4,42.0,2.5,0.387,2.07,675.4,8.03,202.1,12.5
8150.7,126.44,956.0,1405.8,1084.7,239.13,36.13,24.94,0.682,0.39,1685.2,6.58,493.9,11.3
3627.0,116.55,706.1,481.8,732.7,120.12,116.59,6.24,1.175,1.644,,6.28,287.7,13.8
2613.7,29.36,293.2,333.9,567.2,84.97,29.38,15.6,1.256,7.961,612.0,8.07,,11.4
4903.2,42.95,996.9,339.3,1849.7,100.03,79.78,7.5,1.272,1.461,,6.62,,7.2
791.0,13.19,141.0,104.0,121.2,0.67,19.18,0.16,1.449,5.252,115.7,5.55,179.1,12.9
3433.6,8.05,340.8,297.8,1057.0,91.46,34.79,0.05,2.079,1.046,,6.67,256.1,7.9
4734.0,223.96,1127.8,447.2,1324.6,207.67,32.84,13.91,0.976,13.527,233.1,7.46,451.1,12.4
1227.6,14.12,175.9,107.3,290.8,16.0,20.91,2.3,0.53,1.731,170.1,6.26,160.1,10.5
5921.0,192.28,825.9,458.0,1927.4,238.7,3.88,0.84,2.283,0.086,,6.8,303.3,12.5
3652.2,84.52,694.0,748.7,885.0,284.89,46.37,19.64,2.969,1.767,662.3,5.67,178.0,9.1
2323.5,12.16,551.7,402.6,565.4,140.48,39.41,10.07,0.828,0.642,242.1,7.26,233.2,13.6
4357.6,86.76,563.0,857.6,944.8,317.54,55.95,12.83,6.108,0.066,444.1,7.77,447.7,12.1
11642.5,369.77,2131.6,827.6,3416.1,556.77,30.88,66.7,4.503,3.439,2111.0,6.74,302.6,11.3
3324.7,57.1,669.7,408.4,950.1,210.62,92.27,14.38,0.423,0.645,390.3,6.76,324.6,8.6
3459.7,131.11,742.6,236.2,631.3,88.29,54.76,4.69,0.155,3.185,,5.76,257.1,15.6
2262.9,79.93,427.3,208.6,318.7,61.35,59.85,2.09,1.224,0.68,310.0,6.11,519.5,10.2
1790.2,60.48,289.4,149.1,372.0,0.5,23.13,8.3,1.83,0.432,246.2,5.96,155.0,12.5
4905.9,64.29,680.1,832.0,843.8,312.62,39.05,18.61,6.043,7.294,540.8,6.95,92.1,10.1
1783.5,6.78,328.7,185.8,385.6,126.29,30.59,5.96,5.895,0.898,249.9,7.09,418.6,19.6
3111.7,33.6,393.3,506.4,915.6,90.04,41.3,4.07,2.512,1.839,357.0,8.35,211.8,12.3
2238.2,51.35,75.9,322.7,431.0,78.16,12.48,9.44,0.996,1.883,196.6,5.72,291.0,10.8
3973.4,112.0,802.0,842.9,863.9,99.03,106.32,5.92,3.643,1.644,460.2,7.3,421.6,13.2
3641.7,0.05,820.1,221.5,813.8,173.54,36.5,10.18,1.611,4.923,,7.08,292.4,13.5
5555.4,110.43,343.6,946.5,1505.0,347.2,1.54,32.74,0.318,2.244,785.8,7.05,473.1,12.8
2195.1,49.11,284.3,364.1,187.0,11.29,56.25,3.68,0.335,1.034,330.9,8.12,263.6,11.4
2535.3,40.15,534.8,205.5,465.5,122.17,27.8,0.05,1.003,3.967,304.4,6.12,179.2,12.9
1657.0,65.23,468.7,265.6,385.5,57.11,16.8,1.48,3.186,0.399,70.4,5.62,14.7,11.7
2283.4,60.11,413.4,304.7,666.8,96.51,2.0,11.39,0.469,1.572,162.4,7.52,280.1,11.9
3738.3,148.23,536.8,414.6,712.1,183.85,108.14,13.12,1.001,6.014,405.4,6.54,26.4,10.4
4694.7,78.69,802.1,408.6,504.2,170.12,21.99,12.87,4.474,1.964,350.2,5.55,282.5,9.1
1714.2,58.39,426.4,156.4,440.9,65.02,26.51,3.4,2.019,3.396,169.7,6.25,396.0,13.1
5022.9,223.65,741.9,1014.6,913.6,179.43,112.02,19.94,2.223,2.12,490.1,6.43,248.3,13.2
6723.6,266.76,941.6,807.0,999.3,399.43,123.54,8.75,3.277,3.657,664.2,7.35,269.0,14.6
3820.2,13.82,595.4,577.9,697.3,184.8,55.48,13.8,1.021,5.782,678.0,6.02,341.6,12.1
9191.9,148.86,1216.4,812.2,1920.4,408.23,12.75,14.13,4.704,0.637,1083.5,6.74,317.0,11.6
1873.8,27.77,348.8,166.4,344.2,27.32,15.97,2.26,2.574,0.372,294.9,6.95,366.0,9.2
1412.6,38.62,369.0,230.7,123.8,45.81,23.31,2.44,1.295,1.323,178.8,6.88,248.1,11.9
1025.3,31.06,201.1,67.7,280.8,59.44,8.92,2.31,4.052,2.42,181.1,8.42,24.9,12.7
7314.6,54.25,1224.3,756.3,2168.7,298.1,121.62,21.23,2.482,0.515,1176.5,5.64,367.6,8.4
4414.4,92.78,730.2,535.7,1143.7,234.8,90.29,15.32,1.418,0.008,425.3,8.35,226.1,14.1
2883.2,0.05,293.6,358.8,437.5,217.19,65.45,0.05,2.278,0.84,572.2,7.25,162.1,10.6
3526.2,146.79,790.4,397.9,733.1,214.3,18.3,4.88,0.587,6.938,359.0,7.89,283.6,11.6
1517.3,18.68,267.2,206.1,333.2,63.52,49.42,3.36,3.653,2.375,194.2,6.79,268.7,13.2
12931.9,269.47,2211.0,1910.2,3309.6,385.11,273.38,77.72,5.968,1.026,1746.9,6.86,175.1,12.0
3221.3,49.46,1094.1,481.2,837.9,0.5,48.27,2.71,0.208,0.428,449.5,8.14,121.4,14.8
3183.2,118.38,620.5,256.5,560.1,116.61,75.49,10.59,0.818,0.88,483.4,8.19,296.8,13.3
4607.6,0.05,656.2,500.5,1036.3,154.26,156.3,27.6,0.748,0.372,413.4,6.22,165.0,11.7
3978.3,78.57,631.3,667.5,984.4,190.19,13.89,1.49,2.707,0.225,590.7,6.1,261.4,7.0
3409.5,62.78,809.5,531.2,1047.9,125.89,45.0,12.92,1.748,4.745,488.4,6.99,287.3,14.0
1855.1,24.48,344.4,120.7,486.5,62.32,0.1,2.59,0.952,12.107,222.7,8.2,346.8,9.6
3955.6,181.53,427.5,530.3,1057.5,17.45,65.43,7.87,1.103,0.359,444.6,6.47,461.9,13.7
9220.8,61.69,2083.5,376.9,2074.9,195.49,165.27,12.85,0.865,0.112,808.4,7.46,273.7,13.0
6682.5,211.01,979.6,814.4,2035.7,331.01,98.14,10.27,2.439,0.8,930.3,7.62,207.5,11.6
7753.6,196.51,2121.9,1519.0,1896.4,576.23,75.7,65.47,1.723,1.239,725.6,7.84,415.8,13.9
2193.5,85.38,513.3,180.1,369.2,83.46,0.1,10.29,1.051,0.458,284.1,7.19,354.8,13.0
1646.2,16.45,259.5,142.6,500.8,76.64,29.61,8.57,0.882,0.717,190.9,6.71,266.8,12.7
2764.3,24.89,674.6,416.2,723.9,163.23,73.65,11.01,4.106,0.448,184.2,8.4,273.6,8.6
3082.3,112.32,565.3,179.7,596.2,73.3,31.66,0.05,3.581,2.977,254.8,7.33,252.7,12.1
5747.5,151.62,1279.6,544.2,1099.1,272.06,106.45,21.78,2.462,2.494,782.8,7.69,266.2,9.5
1079.8,0.05,220.5,155.3,256.8,27.2,2.65,5.56,3.291,2.015,106.9,6.53,239.8,9.8
7463.1,88.89,1027.5,706.2,1849.3,427.61,139.24,9.65,0.322,0.979,728.9,7.51,152.5,11.3
2711.3,69.94,400.8,299.8,628.6,116.66,32.14,13.37,0.463,4.795,242.5,6.27,250.9,14.9
2307.4,75.14,534.2,345.6,550.7,106.07,20.54,10.17,0.404,6.982,209.5,6.24,425.7,12.7
1624.1,15.94,265.2,222.3,523.0,39.54,14.48,10.89,1.459,0.381,301.6,7.64,168.4,12.9
1104.4,0.05,176.5,144.3,314.0,59.79,13.09,2.39,3.376,0.505,83.1,7.06,222.9,13.5
4884.9,136.04,646.0,519.9,1130.6,399.07,88.22,3.93,0.965,1.492,874.0,7.55,160.8,10.3
3115.0,5.28,626.7,419.9,861.2,61.81,14.03,7.09,3.745,0.191,332.6,6.31,365.7,8.8
1374.7,0.05,389.2,158.2,217.3,45.65,16.25,8.07,0.816,1.147,,7.3,333.0,8.5
1370.5,0.05,173.5,189.6,334.2,61.17,20.1,0.05,1.28,1.744,185.5,6.83,122.2,12.5
2437.0,78.5,441.6,244.0,800.7,135.81,15.13,0.05,0.954,1.477,297.6,7.29,48.2,14.0
8114.5,177.95,2033.6,914.5,1679.0,233.77,238.35,25.79,1.19,0.804,909.6,6.37,336.6,13.8
2551.0,42.39,449.0,205.1,431.5,0.5,20.85,5.39,1.316,1.564,328.6,7.65,116.1,10.3
1209.7,49.4,245.1,143.5,218.8,81.27,11.67,3.65,0.148,6.379,147.0,7.92,332.8,14.7
2572.3,76.04,326.4,225.2,397.7,142.02,18.45,12.58,1.972,0.461,286.5,6.28,186.2,16.1
2531.0,111.98,509.8,190.9,437.6,13.01,74.38,4.8,1.288,2.127,398.4,6.4,319.5,13.2
591.0,0.05,100.9,77.0,116.9,16.46,11.48,0.05,4.696,0.089,,7.48,294.4,15.0
2885.4,56.21,661.6,370.8,391.5,205.91,21.66,20.45,2.364,0.137,240.7,7.59,196.4,13.7
2595.3,0.05,621.2,392.7,573.4,178.96,61.9,2.61,1.899,1.605,,7.61,162.1,11.5
4526.6,74.96,1400.9,465.1,1240.9,266.04,75.17,3.99,4.488,0.222,351.6,7.55,307.6,10.7
9039.6,147.08,1889.1,1232.3,1496.4,329.75,154.2,47.07,4.149,0.045,,6.68,180.7,8.8
5860.2,172.29,1150.3,832.3,1823.4,244.13,71.75,13.07,4.855,0.376,821.7,6.68,360.9,11.1
2536.8,52.47,481.3,349.6,635.8,94.83,22.84,7.29,0.869,1.664,105.3,6.26,166.8,11.5
1534.7,45.04,249.1,133.5,432.5,96.02,27.17,6.09,0.392,2.43,155.1,5.97,285.0,11.6
13960.9,426.53,2749.2,1758.7,2520.4,313.89,148.53,72.14,0.149,0.452,1495.7,7.58,211.0,11.8
3088.8,161.62,510.4,415.6,837.9,73.77,91.22,7.21,3.255,2.207,335.3,5.78,250.6,7.4
3006.0,45.9,566.4,361.6,464.4,180.98,14.57,18.16,0.112,0.403,206.2,8.31,179.9,13.6
2938.1,17.29,722.4,107.4,803.3,114.92,80.18,0.05,1.746,1.901,315.8,7.98,232.1,13.8
3357.2,79.54,435.3,424.4,773.2,226.84,47.37,15.17,0.236,1.062,280.5,8.07,-6.2,12.7
2733.6,21.78,647.9,570.0,692.1,72.63,47.55,3.61,3.635,2.121,291.5,8.22,168.7,9.7
2112.9,89.23,519.5,223.1,315.8,82.2,45.78,12.14,2.211,10.618,108.2,6.73,,12.7
2147.1,33.82,373.8,195.1,357.1,46.27,21.38,7.05,3.618,5.555,229.5,8.04,242.8,12.0
2922.9,33.66,216.0,394.4,747.8,117.35,64.05,4.84,1.778,0.009,266.7,5.97,379.3,12.9
2151.6,27.82,321.9,285.1,350.9,22.44,0.1,9.31,0.527,4.333,235.6,5.56,180.2,15.1
1943.6,59.82,475.9,326.0,481.6,58.79,17.96,9.3,0.93,0.138,256.6,7.85,391.4,11.6
3177.5,56.03,568.3,221.4,438.4,35.83,24.17,13.61,3.004,6.117,375.6,5.72,163.9,12.4
2558.1,26.54,332.6,381.8,693.0,137.83,12.72,2.41,0.206,0.662,388.2,8.47,139.2,10.3
7349.6,330.59,1137.4,1055.5,1073.4,399.31,97.6,14.93,0.855,0.963,775.9,7.52,61.6,13.8
607.5,4.35,134.9,69.5,153.8,3.28,10.99,1.82,0.734,0.192,,7.76,310.7,13.4
5738.2,117.83,1189.7,766.3,1477.8,382.61,118.33,16.74,1.333,0.238,946.8,6.24,258.6,12.4
6295.9,187.52,1058.0,1014.8,1121.9,566.3,106.57,28.33,2.429,2.595,824.4,7.52,304.8,9.9
859.2,0.05,138.9,133.1,219.0,35.16,8.31,0.05,3.547,5.777,102.4,5.63,263.2,10.6
2426.9,66.02,389.3,180.3,571.9,65.96,43.57,8.9,0.295,1.887,331.5,8.01,249.1,8.3
2385.4,9.96,319.4,364.5,447.7,230.16,38.15,5.77,0.57,2.517,315.7,6.01,278.4,10.6
1281.1,41.43,334.1,150.4,204.3,17.45,28.81,1.69,0.343,2.871,205.0,7.59,465.2,13.4
1869.3,10.39,306.3,229.8,191.1,75.52,39.66,2.83,1.383,0.61,283.7,6.17,202.6,12.8
1531.0,46.53,368.7,188.2,368.9,66.74,23.34,3.94,0.4,0.093,233.1,5.71,455.4,12.3
8530.2,312.1,2184.3,972.4,1075.8,570.69,66.72,0.05,1.958,0.004,1038.6,6.94,335.2,15.0
5226.0,172.05,1201.5,876.2,1179.6,246.64,51.09,8.35,3.928,0.864,698.5,6.01,286.5,12.6
6392.8,151.96,1012.7,745.7,1305.4,191.96,67.77,7.98,0.158,0.553,849.6,7.69,305.5,10.8
4596.3,75.98,920.1,345.7,1198.5,96.41,57.35,18.69,0.593,0.129,329.6,6.21,-69.6,10.6
1514.1,17.19,270.7,157.9,305.7,50.21,25.96,2.1,4.893,0.396,,6.53,,11.5
2176.1,91.54,293.4,276.7,435.7,43.22,45.09,5.59,1.704,0.266,115.8,7.2,183.0,11.1
3998.3,38.01,784.5,676.4,1055.2,163.76,58.34,24.33,0.87,4.927,593.7,6.35,461.2,13.9
1431.9,6.36,173.3,206.4,343.8,41.12,21.66,7.14,8.927,0.302,,6.63,215.9,12.8
4572.4,137.08,1094.6,393.1,1092.7,46.27,73.83,21.97,1.099,1.543,496.7,7.95,247.0,11.4
2580.7,20.79,404.6,566.2,640.4,168.01,28.06,5.16,2.351,1.798,,6.04,245.4,11.4
2380.6,13.69,452.5,310.9,304.4,71.53,18.09,9.73,0.623,1.568,325.5,5.75,119.3,13.4
4566.8,0.05,886.7,781.0,1212.1,66.85,4.37,11.56,0.505,0.209,309.1,6.49,194.0,14.0
3891.5,49.64,650.1,443.4,999.1,142.57,36.73,10.15,2.467,0.768,687.4,6.77,331.7,8.3
2400.5,45.03,502.5,339.3,381.7,99.3,45.09,9.17,5.229,0.105,295.0,7.13,36.8,11.7
5976.5,141.32,933.9,917.9,1227.3,30.31,56.04,10.79,0.909,1.007,1270.5,6.62,,12.2
1558.3,53.4,348.4,262.9,339.2,72.67,20.41,9.33,0.462,0.418,236.2,7.87,159.9,13.1
4313.7,120.37,486.2,700.1,914.2,82.21,80.8,11.56,3.212,1.649,526.2,5.62,380.0,12.2
4255.0,72.92,792.8,659.1,1021.3,315.81,81.55,18.03,0.919,2.361,393.2,6.8,,12.8
2475.7,42.15,685.6,265.9,757.3,124.97,15.75,14.63,1.981,1.519,286.1,6.65,98.0,11.5
3625.3,100.25,471.2,352.1,1032.9,116.02,83.3,18.36,0.882,1.139,456.8,7.44,208.4,10.4
1407.2,55.0,205.6,187.6,198.8,35.32,33.8,0.26,1.039,0.98,251.3,8.4,295.4,13.6
5189.6,113.63,1067.5,816.5,1335.4,196.69,30.94,20.19,0.567,3.686,,7.03,219.6,13.6
2667.9,34.58,504.2,296.4,799.7,139.41,22.44,12.54,2.521,0.495,368.3,8.46,264.5,13.3
2178.4,11.13,430.3,354.2,529.8,86.03,53.43,10.42,2.032,2.65,415.6,6.41,248.1,13.7
5593.8,0.05,1143.7,996.3,1596.8,199.46,77.33,4.33,1.972,2.833,220.1,5.59,,10.1
1953.5,58.59,413.6,162.8,665.6,80.42,0.1,3.29,0.697,1.087,270.6,6.0,294.0,11.0
1280.4,36.71,301.5,110.8,360.3,35.75,4.87,6.39,1.883,0.706,218.0,6.69,,14.2
1171.5,33.58,234.9,134.0,275.2,38.82,15.24,1.73,5.764,1.272,166.2,6.45,,12.7
4288.1,77.49,720.1,567.3,1212.3,0.5,24.42,10.29,0.466,0.196,286.0,5.79,141.7,12.1
1382.6,56.83,295.4,136.9,316.2,82.23,16.17,8.51,0.628,0.094,242.8,6.8,396.7,11.5
8543.1,108.82,2349.3,1487.2,1891.7,392.78,130.36,24.81,0.667,0.237,1285.3,6.51,546.2,14.5
854.8,29.34,148.2,117.1,170.0,20.97,22.82,1.32,1.575,0.414,,5.87,217.0,8.5
8249.2,160.19,1082.9,1002.9,2588.6,643.23,104.57,10.27,0.425,1.403,,6.39,254.8,12.6
3383.3,36.79,796.3,211.7,578.2,141.22,79.78,12.4,2.213,3.783,675.8,8.16,351.5,11.9
2812.9,81.26,489.4,189.5,877.5,54.22,74.35,0.94,0.131,0.537,387.6,6.41,350.9,9.5
2149.6,56.2,153.4,282.1,537.4,122.82,56.91,5.39,2.775,5.472,237.2,7.64,267.8,15.2
3787.6,96.03,842.2,131.4,515.3,181.66,65.44,13.89,1.941,6.198,331.6,7.34,152.4,7.0
2914.4,61.84,446.6,467.8,705.5,139.58,0.1,16.32,5.666,6.384,438.0,6.78,431.8,12.2
5779.0,112.29,1014.1,656.9,543.2,181.95,107.99,25.05,0.492,3.635,921.5,6.22,318.1,13.1
3192.4,178.22,627.6,797.2,822.1,156.46,74.66,5.02,3.314,0.905,390.3,6.61,272.1,10.0
3262.3,123.2,618.3,692.6,891.0,113.41,46.82,17.48,1.291,0.151,318.7,7.28,177.7,12.6
2396.7,73.92,516.4,270.2,442.1,122.51,69.4,5.75,1.062,1.682,415.1,6.55,255.8,11.6
2880.8,62.45,455.8,333.4,655.1,5.48,63.03,1.52,0.464,1.636,243.4,6.14,68.6,14.0
3585.6,125.88,737.4,573.1,1209.2,112.31,70.08,9.52,0.895,3.794,712.7,5.85,324.1,19.0
1068.4,29.67,178.4,201.0,202.6,79.53,25.31,6.28,0.937,11.038,96.8,8.14,,12.7
1327.5,27.07,288.0,72.3,207.7,32.74,23.45,4.42,0.238,1.419,91.4,6.82,273.0,13.2
4656.2,71.92,981.4,226.0,1438.3,130.02,0.1,14.09,1.923,0.847,344.5,7.38,,10.0
3302.8,62.05,440.0,314.2,1115.5,102.52,36.35,20.72,1.713,0.411,249.7,6.97,295.2,12.4
2669.4,0.05,625.4,382.6,587.9,41.92,65.61,0.37,2.343,0.01,295.1,8.12,328.7,11.3
3014.1,69.8,461.8,421.6,846.0,0.5,25.74,1.29,0.78,1.423,,7.14,175.7,13.6
3672.2,46.54,809.4,597.8,1103.5,129.95,48.52,0.05,2.861,1.622,,6.94,,9.1
2156.3,94.64,427.7,155.3,378.3,92.11,14.32,8.08,4.089,3.485,334.8,8.27,302.5,9.9
1868.7,37.92,508.1,51.1,356.7,72.79,54.7,6.23,1.143,1.405,207.5,7.66,222.6,14.4
3352.7,7.26,566.0,517.4,985.2,124.39,95.39,20.4,0.504,4.965,818.5,5.83,194.2,12.4
1657.4,31.91,269.4,144.0,532.2,67.72,13.14,5.78,1.503,1.978,,6.03,232.1,14.6
